,rank,feature,score,ngram,label
113,113,ใช้ได้ จริง,0.0031988174361277434,2,pos
114,114,agile,0.0031660267263164442,1,pos
115,115,มาก เลย,0.003162382491718174,2,pos
116,116,ว่า,0.003139530119668202,1,pos
117,117,ขอบคุณ มาก,0.0031187975301195346,2,pos
118,118,การเขียน,0.003098652627931947,1,pos
119,119,จาก,0.003091020085341444,1,pos
120,120,ครบถ้วน,0.003059856110251748,1,pos
121,121,เปิดโลก,0.0030444490415002965,1,pos
122,122,อะไร,0.0030417984230266194,1,pos
123,123,course,0.0030408988918804065,1,pos
124,124,เคย,0.003029267739540132,1,pos
125,125,ลอง ทำ,0.0030184438304487107,2,pos
126,126,พี่,0.0030106537777306636,1,pos
127,127,เพื่อ,0.0030070455220470287,1,pos
128,128,ได้รับ,0.003006744841168077,1,pos
129,129,ภาษา,0.0029698652297716036,1,pos
130,130,เยอะ เลย,0.0029693391570946763,2,pos
131,131,ที่จะ,0.002936915234272951,1,pos
132,132,ผู้,0.0029289776059719347,1,pos
133,133,คิด,0.0029009970219312114,1,pos
134,134,เข้าใจง่าย ดี,0.002869348645844104,2,pos
135,135,ux,0.0028683265269309833,1,pos
136,136,ดีมาก เข้าใจง่าย,0.00284455862002575,2,pos
137,137,10,0.0028183851375993274,1,pos
138,138,ดี เข้าใจง่าย,0.00279363657433454,2,pos
139,139,แนะนำ เลย,0.0027840383015779557,2,pos
140,140,ประยุกต์,0.0027631537757687842,1,pos
141,141,.,0.0027583261639320227,1,pos
142,142,ก็,0.002755587353637708,1,pos
143,143,ได้ดี เข้าใจง่าย,0.002754325932022259,2,pos
144,144,ฟัง,0.002718161256522016,1,pos
145,145,วิเคราะห์,0.0027163813179807397,1,pos
146,146,ต้องการ,0.0026914064138502326,1,pos
147,147,อธิบาย ดีมาก,0.0026839995296720513,2,pos
148,148,อยาก,0.002682504152662111,1,pos
149,149,ละเอียด ดี,0.0026751665698845355,2,pos
150,150,เรื่อยๆ,0.0026576233668367407,1,pos
151,151,ของ data,0.0026516968994674535,2,pos
152,152,โปรแกรม,0.0026451006042497245,1,pos
153,153,คอร์ส ดี,0.0026379357597103724,2,pos
154,154,กระชับ เข้าใจง่าย,0.0026166205954298513,2,pos
155,155,เพิ่มมากขึ้น,0.002607472729178085,1,pos
156,156,ทำตาม,0.0026030233421118366,1,pos
157,157,มีประโยชน์ มาก,0.0025878799645100486,2,pos
158,158,ควร,0.0025782666223537593,1,pos
159,159,เร็ว,0.0025682949379874313,1,pos
160,160,ความเข้าใจ,0.0025671242629440967,1,pos
161,161,ปรับ ใช้กับ,0.0025525349091372693,2,pos
162,162,รู้สึก,0.0025455485221278894,1,pos
163,163,เห็น ภาพรวม,0.0025283617809051815,2,pos
164,164,อาจารย์ สอน,0.0025047374046043226,2,pos
165,165,กระบวนการ,0.0024566283139261236,1,pos
166,166,ประกอบ,0.0024560752168779217,1,pos
167,167,ปู,0.0024519720648659648,1,pos
168,168,ถ้า,0.0024504743784535795,1,pos
169,169,อยู่,0.0024415474106009587,1,pos
170,170,ขั้นตอน,0.002436264988297472,1,pos
171,171,แนวคิด,0.002423712354197686,1,pos
172,172,ดี กก,0.002416938917319549,2,pos
173,173,design,0.0024064014481953817,1,pos
174,174,เป็นประโยชน์,0.0024012554846768504,1,pos
175,175,ผู้เริ่มต้น,0.002392303942058702,1,pos
176,176,อธิบาย ละเอียด,0.0023754658889629516,2,pos
177,177,ชัดเจน เข้าใจง่าย,0.0023719003417212313,2,pos
178,178,วิธีการ,0.002369522843433676,1,pos
179,179,เนื้อหา ดี,0.002358648801985025,2,pos
180,180,สนใจ,0.0023563567683700572,1,pos
181,181,ฝึก,0.002342816224540321,1,pos
182,182,สำหรับ คน,0.002341918919622352,2,pos
183,183,หลาย,0.0023381496743973863,1,pos
184,184,เอา,0.002329150617114156,1,pos
185,185,เก,0.0023230712747420346,1,pos
186,186,สิ่ง,0.0023125392654024897,1,pos
187,187,เข้าใจ มากขึ้น,0.0023115707841148787,2,pos
188,188,ทำให้ เรา,0.0023018762188530125,2,pos
189,189,เขียน,0.0022863344744273205,1,pos
190,190,ปรับ ใช้,0.0022826163256423316,2,pos
191,191,เหมาะกับ คน,0.002266005777135457,2,pos
192,192,bi,0.0022581666886836577,1,pos
193,193,มัน,0.0022530215131262295,1,pos
194,194,ความรู้ เยอะ,0.002250946637596969,2,pos
195,195,วิทยากร,0.002239281868508477,1,pos
196,196,หลักการ,0.0022325992042634144,1,pos
197,197,ปู พื้นฐาน,0.002219489666211662,2,pos
198,198,การนำ,0.0022167202011774017,1,pos
199,199,เข้า,0.0022138850934669083,1,pos
200,200,ถึง,0.002209917910369539,1,pos
201,201,คอร์,0.0022006143173532175,1,pos
202,202,ทั้ง,0.0021953700211448687,1,pos
203,203,งาน จริง,0.0021703760547771844,2,pos
204,204,พูด,0.0021656827850505336,1,pos
205,205,องค์กร,0.0021650820555883473,1,pos
206,206,บทเรียน,0.0021621559726606263,1,pos
207,207,วิเคราะห์ ข้อมูล,0.0021558640180049005,2,pos
208,208,คือ อะไร,0.002155447592651219,2,pos
209,209,เห็นภาพ ชัดเจน,0.002149591661775608,2,pos
210,210,ชัด,0.002138989511054688,1,pos
211,211,ตัว,0.002137225397002444,1,pos
212,212,ดีขึ้น,0.002133906070680738,1,pos
213,213,เหมาะสำหรับ คน,0.0021221157147685616,2,pos
214,214,ใช้งาน จริง,0.0021209957722093443,2,pos
215,215,เนื้อหา เข้าใจง่าย,0.0021201552190784944,2,pos
216,216,ผู้สอน อธิบาย,0.0021101256217475753,2,pos
217,217,เข้าใจ ภาพรวม,0.00210852274145133,2,pos
218,218,ดาว,0.0021074700788364827,1,pos
219,219,คลิป,0.002107023927379092,1,pos
220,220,ดีมาก ความรู้,0.00210691911294379,2,pos
221,221,ย่อย,0.0021012293341448655,1,pos
222,222,แบบฝึกหัด,0.0021008404971685065,1,pos
223,223,ภาพ,0.0020984805641844346,1,pos
224,224,ทราบ,0.002092602559445469,1,pos
225,225,นำ ปรับ,0.00208319099747382,2,pos
226,226,ซับซ้อน,0.002080292428944781,1,pos
227,227,การเรียน,0.0020794112015544712,1,pos
228,228,จน,0.0020786206070245697,1,pos
229,229,ดีมาก อธิบาย,0.002075392588232581,2,pos
230,230,นำมา,0.0020724219303555843,1,pos
231,231,นำไปใช้ จริง,0.0020643629169960357,2,pos
232,232,ภาพรวม ของ,0.0020591236036980303,2,pos
233,233,5 ดาว,0.0020538591281201025,2,pos
234,234,เข้าใจ พื้นฐาน,0.002045158383341407,2,pos
235,235,ธุรกิจ,0.0020412924554488563,1,pos
236,236,สามารถ เข้าใจ,0.0020407836623686317,2,pos
237,237,พร้อม,0.00202875342991886,1,pos
238,238,dashboard,0.0020240100640245874,1,pos
239,239,excel,0.002006292951199828,1,pos
240,240,คือ,0.001972564879126539,1,pos
241,241,to,0.001968375413574848,1,pos
242,242,ทำได้,0.0019590891552590224,1,pos
243,243,หน่อย,0.0019587748922974143,1,pos
244,244,บ้าง,0.0019520393848635532,1,pos
245,245,ทุกคน,0.0019505383421342464,1,pos
246,246,",",0.0019392633754622326,1,pos
247,247,example,0.0019353895363799114,1,pos
248,248,นาน,0.0019299728956117162,1,pos
249,249,จุด,0.0019274058707494427,1,pos
250,250,service design,0.0019271762633598186,2,pos
251,251,service,0.0019271762633598186,1,pos
252,252,สร้าง,0.0019249308890023475,1,pos
253,253,ออกแบบ,0.0019230299029937585,1,pos
254,254,ถ่ายทอด,0.001902642885496374,1,pos
255,255,คน ไม่,0.0018984604891108324,2,pos
256,256,power bi,0.0018925490585717008,2,pos
257,257,power,0.0018925490585717008,1,pos
258,258,อธิบาย เข้าใจ,0.0018884200376727972,2,pos
259,259,ศึกษา,0.0018883609623413992,1,pos
260,260,go,0.001886694869532272,1,pos
261,261,good course,0.001886347916731003,2,pos
262,262,เริ่ม,0.0018848562035047305,1,pos
263,263,รายละเอียด,0.0018831562789451797,1,pos
264,264,เถอะ,0.001872389666093137,1,pos
265,265,ยาก,0.0018703064699873552,1,pos
266,266,กว่า,0.0018661168753389763,1,pos
267,267,ค่อนข้าง,0.0018652863141151764,1,pos
268,268,สรุป,0.0018628072119103588,1,pos
269,269,หา,0.001862676265829582,1,pos
270,270,การอธิบาย,0.0018617587260271382,1,pos
271,271,เพิ่ม,0.001860491305192747,1,pos
272,272,ต้อง ลอง,0.0018517168303344895,2,pos
273,273,คิด ว่า,0.00185026146218078,2,pos
274,274,การเรียนรู้,0.001841168666563031,1,pos
275,275,ความรู้ เพิ่มเติม,0.0018293802670581916,2,pos
276,276,อธิบาย เห็นภาพ,0.001828666168317677,2,pos
277,277,กว้าง,0.001823361147793668,1,pos
278,278,concept,0.0018024671691089541,1,pos
279,279,ก็ สามารถ,0.0018000245070422958,2,pos
280,280,ทีม,0.0017996460130469646,1,pos
281,281,แต่ ต้อง,0.0017889293597038848,2,pos
282,282,มีความรู้,0.0017662631261384358,1,pos
283,283,ยังไง,0.001761990935266109,1,pos
284,284,case,0.001758729598573145,1,pos
285,285,ตรง,0.0017556786211788595,1,pos
286,286,ยอดเยี่ยม,0.0017508524214327244,1,pos
287,287,อย่าง ดี,0.0017481830161247937,2,pos
288,288,สุด,0.0017476585562422539,1,pos
289,289,4,0.0017408472740848095,1,pos
290,290,เ,0.0017238550630173522,1,pos
291,291,สามารถ ทำตาม,0.001723170920350235,2,pos
292,292,นะคะ,0.0017209281642471797,1,pos
293,293,คะ,0.0017149584436867492,1,pos
294,294,ดี มีประโยชน์,0.0017110464861527614,2,pos
295,295,เปิดโลก มาก,0.0017055803042929027,2,pos
296,296,ความรู้ เพิ่มมากขึ้น,0.0017051389500488052,2,pos
297,297,รู้สึก ว่า,0.001696343300697573,2,pos
298,298,ดี เข้าใจ,0.0016944152928265168,2,pos
299,299,คอร์ สดี,0.0016929714914064248,2,pos
300,300,สดี,0.0016929714914064248,1,pos
301,301,ง่าย ขึ้น,0.0016910842126368216,2,pos
302,302,ง,0.001685529636460573,1,pos
303,303,คุณ,0.0016830677734718585,1,pos
304,304,เนื้อหา แน่น,0.001679990605869692,2,pos
305,305,บรรยาย,0.0016793431002194992,1,pos
306,306,เก รท,0.0016774713400237657,2,pos
307,307,รท,0.0016774713400237657,1,pos
308,308,project,0.00167744938039332,1,pos
309,309,นิดนึง,0.001660017072550908,1,pos
310,310,ผม,0.0016549780565221698,1,pos
311,311,คน สอน,0.001643659134583546,2,pos
312,312,มอง,0.001642565325790245,1,pos
313,313,ระดับ,0.0016360597147186328,1,pos
314,314,เกินไป,0.0016360467917407736,1,pos
315,315,ดีมาก แต่,0.0016318770451871482,2,pos
316,316,น่า,0.0016292257638980923,1,pos
317,317,แนะนำ เรียน,0.0016260291418853728,2,pos
318,318,การเขียน โปรแกรม,0.0016186954877223307,2,pos
319,319,ใช้กับ งาน,0.001618526896764997,2,pos
320,320,นำ ประยุกต์,0.0016173066211879002,2,pos
321,321,มากยิ่งขึ้น,0.001602190640149823,1,pos
322,322,อธิบาย ได้ดี,0.0016004174607341473,2,pos
323,323,oop,0.0015956811809025543,1,pos
324,324,เข้าใจง่าย อธิบาย,0.0015948209777548992,2,pos
325,325,จริง ทำให้,0.0015883444055931843,2,pos
326,326,ควรจะ,0.001586204371586697,1,pos
327,327,ความรู้ ดีมาก,0.001580685881654668,2,pos
328,328,เอง,0.0015796425569376152,1,pos
329,329,แต่ละ,0.0015778265847643713,1,pos
330,330,ภาพประกอบ,0.0015699001304480896,1,pos
331,331,ไม่ เคย,0.0015663156903376477,2,pos
332,332,ออกมา,0.0015640074962629308,1,pos
333,333,ใคร,0.001563669478295211,1,pos
334,334,รู้จัก,0.0015604040601241563,1,pos
335,335,หัวข้อ,0.001558790052109933,1,pos
336,336,อธิบาย ชัดเจน,0.0015573758304718503,2,pos
337,337,การพัฒนา,0.0015517588901789578,1,pos
338,338,ดี เลย,0.001549561306616936,2,pos
339,339,ละเอียด มาก,0.0015486059463907477,2,pos
340,340,เรียน คอร์ส,0.00154712712997341,2,pos
341,341,รู้เรื่อง,0.0015377916832892333,1,pos
342,342,ดีมาก จริงๆ,0.0015306342658997153,2,pos
343,343,อ่าน,0.0015290892913561963,1,pos
344,344,ทบทวน,0.001528358198756957,1,pos
345,345,ดีมาก กก,0.0015281612513623724,2,pos
346,346,เรียน เถอะ,0.0015217215166457706,2,pos
347,347,กับ งาน,0.0015200679697875755,2,pos
348,348,พัฒนา,0.0015169584610824549,1,pos
349,349,พื้นฐาน การเขียน,0.0015137235441279187,2,pos
350,350,น่าจะ,0.0015128062863667717,1,pos
351,351,เข้าใจง่าย ไม่,0.0015121548934468572,2,pos
352,352,เดิม,0.0015055431283797517,1,pos
353,353,ทำให้ เข้าใจง่าย,0.001505314693207527,2,pos
354,354,ทำ dashboard,0.0015033104525780413,2,pos
355,355,ทั้งหมด,0.001500785436943535,1,pos
356,356,ใช้กับ การทำงาน,0.0015001469472361877,2,pos
357,357,มุมมอง ใหม่,0.0014984684297513695,2,pos
358,358,บทเรียน ดีมาก,0.0014963004714927991,2,pos
359,359,รอบ,0.0014905225794427436,1,pos
360,360,ตัวเอง,0.0014891003135828534,1,pos
361,361,ต้า,0.0014865457881397353,1,pos
362,362,ต่อไป,0.0014844887196451613,1,pos
363,363,พี่ เก,0.0014829699462799311,2,pos
364,364,เข้าใจง่าย สามารถ,0.0014669767399789924,2,pos
365,365,ทำให้ เห็นภาพ,0.0014654927005428606,2,pos
366,366,ย่อย ง่าย,0.0014648539184422085,2,pos
367,367,ค่า,0.0014644619541836457,1,pos
368,368,ทุก,0.001461269205832074,1,pos
369,369,รู้ ว่า,0.0014608071946708926,2,pos
370,370,เล่าเรื่อง,0.0014544979368966609,1,pos
371,371,use,0.0014458978947824693,1,pos
372,372,เนื้อ,0.0014454845448089737,1,pos
373,373,น้อย,0.001442750802291822,1,pos
374,374,โจทย์,0.0014421446762598546,1,pos
375,375,ความ,0.0014414370355184296,1,pos
376,376,สู้,0.0014388489208633094,1,pos
377,377,goodddd,0.0014388489208633094,1,pos
378,378,cool,0.0014388489208633094,1,pos
379,379,ccc,0.0014388489208633094,1,pos
380,380,นำมา ปรับ,0.0014320863370110694,2,pos
381,381,กัน,0.0014311560336893328,1,pos
382,382,ด้วย ดีมาก,0.0014297583588906905,2,pos
383,383,การทำงาน จริง,0.0014281063082426141,2,pos
384,384,วิธี,0.0014237842990008271,1,pos
385,385,แนวทาง,0.00142371300820824,1,pos
386,386,ระหว่าง,0.0014180463751622826,1,pos
387,387,ไว้,0.0014150537094553299,1,pos
388,388,กระบวนการ คิด,0.0014146166628881682,2,pos
389,389,จำ,0.001414160755630993,1,pos
390,390,วิทยากร สอน,0.0014085357037957292,2,pos
391,391,คอร์ส เหมาะสำหรับ,0.0014039596749741783,2,pos
392,392,ตอบ,0.0014031026866681317,1,pos
393,393,สำหรับ เริ่มต้น,0.001401730425923631,2,pos
394,394,ไม่ค่อย,0.0014010659098131826,1,pos
395,395,คน เริ่มต้น,0.0013996398952150115,2,pos
396,396,แบ่ง,0.001397981530057417,1,pos
397,397,คอร์ส เลย,0.0013935015940107192,2,pos
398,398,ไม่ ซับซ้อน,0.0013910973600579708,2,pos
399,399,mindset,0.0013836046288770174,1,pos
400,400,กด,0.0013824186997193622,1,pos
401,401,คอร์ส สอน,0.001381631895517636,2,pos
402,402,แน่,0.001380286687037842,1,pos
403,403,เหมาะสำหรับ ผู้เริ่มต้น,0.0013754546287394198,2,pos
404,404,คอร์ส ทำให้,0.001375089001475275,2,pos
405,405,ใจความ,0.001367508198670272,1,pos
406,406,ยัง,0.001367043655919135,1,pos
407,407,การทำงาน ของ,0.0013656350373071073,2,pos
408,408,คอร์ส เรียน,0.0013567684816010968,2,pos
409,409,มือใหม่,0.0013567343030031233,1,pos
410,410,เข้าใจง่าย มากขึ้น,0.0013565193031868,2,pos
411,411,เข้าใจง่าย เรียน,0.0013523762586961094,2,pos
412,412,เปิด,0.0013479735786625826,1,pos
413,413,ทำให้ เห็น,0.0013479120069021285,2,pos
414,414,สั้น กระชับ,0.0013462937923748699,2,pos
415,415,เรียน สนุก,0.0013423477336571496,2,pos
416,416,ส่วน,0.0013423281568800192,1,pos
417,417,มาก สามารถ,0.0013405580952351073,2,pos
418,418,หลาย รอบ,0.0013403430801009765,2,pos
419,419,คุ้ม,0.00133860605827993,1,pos
420,420,มาก คะ,0.001332148893566848,2,pos
421,421,ดี สุด,0.0013271614296449512,2,pos
422,422,อื่น,0.0013249318688660138,1,pos
423,423,อธิบาย ครบถ้วน,0.001322763836830325,2,pos
424,424,ชัดเจน ขึ้น,0.0013209055430900946,2,pos
425,425,ปัจจุบัน,0.0013207915515006524,1,pos
426,426,เข้าใจ เห็นภาพ,0.0013194895944597176,2,pos
427,427,เลย ชอบ,0.0013185027743901762,2,pos
428,428,ได้รับ ความรู้,0.001318060000109626,2,pos
429,429,ยิ่งขึ้น,0.0013165564020447848,1,pos
430,430,เห็นภาพ เข้าใจ,0.0013153542969990386,2,pos
431,431,มาจาก,0.0013124589727312329,1,pos
432,432,ตนเอง,0.0013108973897602084,1,pos
433,433,อยู่แล้ว,0.0013061470557868828,1,pos
434,434,ชัดเจน ดี,0.0013032127553183478,2,pos
435,435,เพราะ,0.0013026045517079215,1,pos
436,436,software,0.0013015144251304585,1,pos
437,437,ก่อน,0.0012988668107450868,1,pos
438,438,scientist,0.0012981089482108788,1,pos
439,439,data scientist,0.0012981089482108788,2,pos
440,440,beginner,0.001292936566304428,1,pos
441,441,line,0.0012897430749764494,1,pos
442,442,อาจจะ,0.0012831758285749486,1,pos
443,443,ชีวิตประจำวัน,0.0012826738717213963,1,pos
444,444,รท สอน,0.0012816575769274917,2,pos
445,445,git,0.0012779352521980621,1,pos
446,446,ประโยชน์,0.0012758344524695841,1,pos
447,447,เรียบเรียง,0.0012673841219139673,1,pos
448,448,จบ,0.0012666566323894042,1,pos
449,449,แน่น มาก,0.0012647783955578545,2,pos
450,450,ไม่ พื้นฐาน,0.0012642660175629134,2,pos
451,451,แนะนำ คอร์ส,0.0012638537121638172,2,pos
452,452,ต้า สอน,0.001262558817849219,2,pos
453,453,กำลัง,0.00126125499501763,1,pos
454,454,ชั่วโมง,0.001260414860871142,1,pos
455,455,ง่าย ต่อ,0.0012585654914179694,2,pos
456,456,มาก กก,0.0012544557015031481,2,pos
457,457,เข้าใจง่าย ใช้ได้,0.0012535552899437079,2,pos
458,458,programmer,0.001252788312880873,1,pos
459,459,ลำดับ,0.0012484776299986498,1,pos
460,460,คน พื้นฐาน,0.001247572752722482,2,pos
461,461,ไทย,0.0012463862716656487,1,pos
462,462,มีประสิทธิภาพ,0.0012463091245059942,1,pos
463,463,นำมาใช้,0.0012416913471942335,1,pos
464,464,เป็นระบบ,0.0012409591048553016,1,pos
465,465,สูตร,0.0012408295553453805,1,pos
466,466,เว็บ,0.0012385411391951351,1,pos
467,467,ขึ้น มาก,0.0012384039456250495,2,pos
468,468,เพลิน,0.0012331686801541045,1,pos
469,469,สายงาน,0.001232318962323378,1,pos
470,470,เนื้อหา ได้ดี,0.0012254174201477479,2,pos
471,471,เปิด มุมมอง,0.0012227737949118778,2,pos
472,472,ได้ความ,0.0012222523067087457,1,pos
473,473,ทวน,0.0012197937770610425,1,pos
474,474,รอ,0.001219027357448443,1,pos
475,475,เหมาะกับ ผู้,0.0012134660160677724,2,pos
476,476,จนถึง,0.0012133390306010472,1,pos
477,477,ครบครัน,0.0012096636619275583,1,pos
478,478,ปรับ ใช้ได้,0.0012078170270958175,2,pos
479,479,คน สนใจ,0.001207030570840068,2,pos
480,480,พอ,0.0012069254568337752,1,pos
481,481,ตาม,0.0012018292351929235,1,pos
482,482,เบื้องต้น,0.0011981834675372498,1,pos
483,483,เอา ใช้,0.0011970999833222724,2,pos
484,484,ดีมาก สอน,0.0011961270058173238,2,pos
485,485,สามารถ นำมา,0.0011933073214338535,2,pos
486,486,ชอบ ดีมาก,0.0011928109291468659,2,pos
487,487,คอ,0.0011910288750247601,1,pos
488,488,ดีมาก เหมาะสำหรับ,0.0011887252190239995,2,pos
489,489,dev,0.0011865970369894184,1,pos
490,490,ว่า data,0.0011845352165800135,2,pos
491,491,ทำให้ มอง,0.001184400053041908,2,pos
492,492,ไม่ เร็ว,0.0011823462037716715,2,pos
493,493,code,0.001181625704892198,1,pos
494,494,ไว,0.0011800367254287596,1,pos
495,495,!,0.0011792717786747774,1,pos
496,496,กำลังจะ,0.0011760501032190142,1,pos
497,497,ชัดเจน ดีมาก,0.0011731229585169056,2,pos
498,498,ในอนาคต,0.0011708197566027865,1,pos
499,499,ศึกษา ต่อ,0.0011703432040827755,2,pos
500,500,ของ เรา,0.0011681400789962822,2,pos
501,501,เพื่อให้,0.0011663656777909223,1,pos
502,502,ตรงประเด็น,0.0011637166201418866,1,pos
503,503,ผู้ ต้องการ,0.0011621263706640141,2,pos
504,504,กราฟ,0.001161084034319747,1,pos
505,505,ไหน,0.0011609513561614045,1,pos
506,506,ละ,0.0011604932682363015,1,pos
507,507,สามารถ เอา,0.0011601651960113032,2,pos
508,508,เน้น,0.0011561271360457056,1,pos
509,509,ทำความเข้าใจ,0.0011545188327590564,1,pos
510,510,เรียน แล้ว,0.001154103710870763,2,pos
511,511,ยก,0.0011527910769423297,1,pos
512,512,very,0.0011504450083820897,1,pos
513,513,เพิ่มเติม ด้วย,0.001148997142047653,2,pos
514,514,ดีกว่า,0.0011473356085895331,1,pos
515,515,studio,0.001146578951061508,1,pos
516,516,ให้ได้,0.001145850263719991,1,pos
517,517,ทีเดียว,0.0011417383157560277,1,pos
518,518,:),0.0011398323216161284,1,pos
519,519,บ,0.0011397561096528651,1,pos
520,520,ผู้เรียน,0.0011367161904986575,1,pos
521,521,เข้าใจง่าย เห็น,0.0011324967655321804,2,pos
522,522,สั้น มาก,0.0011315454667855114,2,pos
523,523,ว,0.0011290890636668346,1,pos
524,524,สั้น ดี,0.0011255027616005515,2,pos
525,525,and,0.0011252013589122907,1,pos
526,526,จริง ขอบคุณ,0.0011245472340143665,2,pos
